sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number,TIME_TO_CLOSE
SR23-01695844,Sanitation Code Violation,SCB,Streets and Sanitation,Completed,Internet,2023-10-02 14:20:46,2023-10-04T10:12:25.000,2023-10-04 10:12:25,2964 S ARCHER AVE,Chicago,Illinois,60608,2964,S,ARCHER,AVE,False,False,60,11,1,09,0913,1,14,2,10,1167682.516463213,1885323.915147373,41.840883001,-87.6601665,"{'latitude': '41.84088300094029', 'longitude': '-87.66016650000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,M028,,43.86083333333333
SR23-01843367,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24 10:37:18,2023-10-24T11:31:48.000,2023-10-24 10:37:18,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01861923,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-26 14:40:17,2023-10-26T15:31:27.000,2023-10-26 14:40:17,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01880832,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 08:09:13,2023-10-30T08:31:30.000,2023-10-30 08:09:13,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01748618,Missed Garbage Pick-Up Complaint,SCC,Streets and Sanitation,Completed,Phone Call,2023-10-10 15:51:10,2023-10-17T08:11:29.000,2023-10-17 08:11:29,8200 S PEORIA ST,Chicago,Illinois,60620,8200,S,PEORIA,ST,False,False,71,17,1,06,0613,51,15,3,10,1171656.138015735,1850419.482688841,41.745015001,-87.646608,"{'latitude': '41.745015000939965', 'longitude': '-87.6466080000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,N041,,160.3386111111111
SR23-01781200,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-16 04:15:43,2023-10-16T04:30:42.000,2023-10-16 04:15:44,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,4,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01793309,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17 11:54:39,2023-10-17T12:31:47.000,2023-10-17 11:54:39,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01872480,Inspect Public Way Request,PBD,CDOT - Department of Transportation,Completed,Phone Call,2023-10-28 07:00:24,2023-10-30T14:23:22.000,2023-10-30 14:23:22,6301 N NEVA AVE,Chicago,Illinois,60631,6301,N,NEVA,AVE,False,False,10,41,1,16,1611,16,7,7,10,1127905.529417465,1941543.507882416,41.995919685,-87.804864597,"{'latitude': '41.99591968533909', 'longitude': '-87.80486459658437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Y107,,55.382777777777775
SR23-01707244,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-04 08:13:05,2023-10-04T08:31:01.000,2023-10-04 08:13:05,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01780306,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-15 19:18:04,2023-10-15T19:31:18.000,2023-10-15 19:18:05,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,19,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
SR23-01723559,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-06 09:52:23,2023-10-06T10:33:03.000,2023-10-06 09:52:23,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01781789,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-16 08:06:06,2023-10-16T08:30:44.000,2023-10-16 08:06:06,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01841127,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24 05:28:54,2023-10-24T05:30:35.000,2023-10-24 05:28:54,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,5,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01916269,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-04 09:59:47,2023-11-04T10:31:21.000,2023-11-04 09:59:47,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,9,7,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01791167,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Phone Call,2023-10-17 09:11:56,2023-10-28T04:14:49.000,2023-10-28 04:14:48,2807 N LECLAIRE AVE,Chicago,Illinois,60641,2807,N,LECLAIRE,AVE,False,False,19,31,2,25,2521,17,9,3,10,1141913.131976902,1918221.661795638,41.931673764,-87.753916514,"{'latitude': '41.93167376414573', 'longitude': '-87.75391651435218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,D015,,259.04777777777775
SR23-01851548,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mass Entry,2023-10-25 11:02:12,2023-10-25T11:02:19.000,2023-10-25 11:02:19,3772 S ARCHER AVE,Chicago,Illinois,60632,3772,S,ARCHER,AVE,False,False,58,12,1,09,0911,6,11,4,10,1160522.41973274,1879487.660645722,41.825018645,-87.686602691,"{'latitude': '41.82501864487567', 'longitude': '-87.68660269054229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J030,,0.0019444444444444444
SR23-01853172,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25 13:20:46,2023-10-25T13:30:45.000,2023-10-25 13:20:46,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01698435,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-02 21:39:00,2023-10-02T22:30:58.000,2023-10-02 21:39:01,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
SR23-01927940,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-06 13:41:43,2023-11-06T14:31:22.000,2023-11-06 13:41:43,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,2,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01722425,Blue Recycling Cart,SRRC,Streets and Sanitation,Completed,Phone Call,2023-10-06 08:17:24,2023-11-02T10:17:43.000,2023-11-02 10:17:43,6607 S TROY ST,Chicago,Illinois,60629,6607,S,TROY,ST,False,False,66,15,3,08,0831,12,8,6,10,1156596.017908099,1860599.087814654,41.773266001,-87.701517,"{'latitude': '41.77326600094006', 'longitude': '-87.70151700000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,I037,,650.0052777777778
SR23-01734179,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Mobile Device,2023-10-08 11:09:58,2023-10-12T09:47:57.000,2023-10-12 09:47:57,1542 S CENTRAL PARK AVE,,,,1542,S,CENTRAL PARK,AVE,True,False,29,24,1,10,1014,2,11,1,10,1152552.538688931,1891999.281927286,41.859513001,-87.715512,"{'latitude': '41.859513000940375', 'longitude': '-87.71551200000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,G025,SR23-01684029,94.63305555555556
SR23-01695397,City Vehicle Sticker Violation,QAC,City Clerk's Office,Completed,Mobile Device,2023-10-02 13:45:57,2023-10-13T11:40:33.000,2023-10-13 11:40:33,4736 N LONG AVE,,,,4736,N,LONG,AVE,False,False,15,45,2,16,1623,16,13,2,10,1139396.802988401,1930966.818269064,41.966694001,-87.762852,"{'latitude': '41.966694000940734', 'longitude': '-87.76285200000193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,C011,,261.91
SR23-01831388,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Mobile Device,2023-10-22 12:59:00,2023-10-25T08:06:28.000,2023-10-25 08:06:28,1785 W DEVON AVE,,,,1785,W,DEVON,AVE,False,False,4,40,1,20,2012,36,12,1,10,1163234.483050104,1939517.717471969,41.989689001,-87.6749625,"{'latitude': '41.98968900094082', 'longitude': '-87.6749625000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L008,,67.12444444444445
SR23-01883155,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 12:09:14,2023-10-30T12:34:07.000,2023-10-30 12:09:14,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01867264,Fly Dumping Complaint,SDR,Streets and Sanitation,Completed,Alderman's Office,2023-10-27 11:03:46,2023-11-01T06:41:10.000,2023-11-01 06:41:10,400 W 99TH ST,Chicago,Illinois,60628,400,W,99TH,ST,False,False,73,9,3,22,2232,21,11,6,10,1175216.624345162,1839292.279539949,41.714401756,-87.633893186,"{'latitude': '41.714401756278164', 'longitude': '-87.63389318568396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,O045,,115.62333333333333
SR23-01754903,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-11 13:43:52,2023-10-11T14:30:53.000,2023-10-11 13:43:52,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01939266,Building Violation,BBA,DOB - Buildings,Open,Internet,2023-11-08 09:11:22,2023-11-08T09:11:26.000,,5331 S FAIRFIELD AVE,Chicago,Illinois,60632,5331,S,FAIRFIELD,AVE,False,False,63,14,2,09,0923,14,9,4,11,1159024.961794535,1869052.487545242,41.796414001,-87.692382,"{'latitude': '41.79641400094013', 'longitude': '-87.69238200000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J034,,
SR23-01719766,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Mobile Device,2023-10-05 16:10:49,2023-10-21T04:13:26.000,2023-10-21 04:13:25,4735 N ROCKWELL ST,,,,4735,N,ROCKWELL,ST,False,False,4,40,1,19,1911,8,16,5,10,1158193.789171586,1931497.561370748,41.967786148,-87.693723335,"{'latitude': '41.96778614752608', 'longitude': '-87.69372333465475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J011,,372.04333333333335
SR23-01943099,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Mobile Device,2023-11-08 13:46:55,2023-11-27T14:18:23.000,2023-11-27 14:18:23,3705 W 65TH PL,,,,3705,W,65TH,PL,False,False,65,23,3,08,0833,30,13,4,11,1152752.017698058,1860840.097854686,41.774004001,-87.715602,"{'latitude': '41.774004000940046', 'longitude': '-87.71560200000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,G037,,456.52444444444444
SR23-01842881,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24 09:57:17,2023-10-24T10:32:56.000,2023-10-24 09:57:17,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01749343,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-10 18:07:09,2023-10-10T18:30:56.000,2023-10-10 18:07:09,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,3,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01803636,Blue Recycling Cart,SRRC,Streets and Sanitation,Completed,Phone Call,2023-10-18 14:21:08,2023-11-17T10:35:49.000,2023-11-17 10:35:49,5929 N ARTESIAN AVE,Chicago,Illinois,60659,5929,N,ARTESIAN,AVE,False,False,2,40,1,20,2011,15,14,4,10,1158993.52654174,1939426.463960297,41.989527001,-87.690564,"{'latitude': '41.98952700094084', 'longitude': '-87.6905640000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Streets and Sanitation,J008,,716.2447222222222
SR23-01912177,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,Completed,Phone Call,2023-11-03 13:27:58,2023-11-27T06:54:01.000,2023-11-27 06:54:01,5900 S LAWNDALE AVE,Chicago,Illinois,60629,5900,S,LAWNDALE,AVE,False,False,65,23,2,08,0822,5,13,6,11,1152703.317236898,1865212.63640944,41.786003882,-87.715665393,"{'latitude': '41.786003882222886', 'longitude': '-87.71566539312701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CDOT - Department of Transportation,G036,,569.4341666666667
SR23-01840631,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-23 21:35:47,2023-10-23T22:30:56.000,2023-10-23 21:35:47,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01825162,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-20 23:55:40,2023-10-21T00:30:48.000,2023-10-20 23:55:40,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,23,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01871910,Ridesharing Complaint,TNP,BACP - Business Affairs and Consumer Protection,Completed,Internet,2023-10-27 22:45:39,2023-11-30T12:15:29.000,2023-11-30 12:15:29,1659 W DIVISION ST,Chicago,Illinois,60622,1659,W,DIVISION,ST,False,False,24,1,1,12,1213,10,22,6,10,1164910.223302471,1907962.355747969,41.903064001,-87.6696975,"{'latitude': '41.903064000940525', 'longitude': '-87.66969750000193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L020,,805.4972222222223
SR23-01879818,Aircraft Noise Complaint,AVN,Aviation,Completed,Mobile Device,2023-10-29 21:54:09,2023-10-29T22:30:56.000,2023-10-29 21:54:09,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01841009,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24 02:01:48,2023-10-24T02:30:43.000,2023-10-24 02:01:48,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,2,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01916728,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-04 11:37:15,2023-11-04T12:31:04.000,2023-11-04 11:37:15,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,7,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
